분류,자치구,공연/행사명,날짜,장소,기관명,이용대상,이용요금,문의,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,경도(Y좌표),위도(X좌표),유무료,문화포털상세URL,행사시간
교육/체험,종로구,한국 동시대 미술의 행간 [토탈세미나],2025-11-06~2025-11-27,서울시 종로구 토탈미술관 아카데미실,기타,동시대 미술 작가에 관심있는 누구나,,"02-379-7037, 02-379-3994",이문정(미술평론가/연구소 리포에틱),〈토탈세미나〉는 연구자와의 협업으로 한국 동시대 작가들을 깊이 있게 탐구하는 프로그램입니다. 빠르게 변화하는 현대 미술의 흐름 속에서 작가들의 작품과 그들이 다루는 주제를 연구자의 관점에서 심층적으로 분석합니다. ,,https://www.instagram.com/p/DQYvNcNCf77/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b7fb229b392a4933b5024baa85c2696d&thumb=Y,2025-11-07,기관,00:00.0,00:00.0,기타,126.9756748,37.61212183,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155848&menuNo=200011,매주 목요일 15:00~16:30
교육/체험,은평구,[구립증산정보도서관] 다문화 오감 인지 책놀이 [꼬마 책나라 탐험],2025-11-06~2025-11-27,공동육아나눔터 녹번점,은평구청,4~5세 가정 8팀,,02-307-6030,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=2265&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2de30cf94ca34bef85a89f20cad6994f&thumb=Y,2025-11-02,기관,00:00.0,00:00.0,가족 문화행사,126.9076713,37.58280944,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155777&menuNo=200011,16:10 ~ 17:00
교육/체험,양천구,[서울문화예술교육센터 양천] 우리가 궁금했던 예술 [미술 애호가 가이드: 서양 미술사],2025-11-06~2025-11-13,서울문화예술교육센터 양천 다목적홀,서울문화재단,"미술사 공부의 시작이 낯설지만, 도전해보고 싶은 성인 50명",,02-2697-0021,김찬용 전시해설가,,,https://sfac.or.kr/asa/edu/view.do?eduMstSeq=36070,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=062335d573cf4ce482596de2a427bb74&thumb=Y,2025-10-22,기관,00:00.0,00:00.0,기타,126.8321453,37.52821978,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155639&menuNo=200011,19:30 ~ 21:00
무용,종로구,[세종문화회관] 25세종시즌 [미메시스],2025-11-06~2025-11-09,세종M씨어터,세종문화회관,2018년 이전 출생자 관람 가능 (2018년생 포함),"R석 60,000원 S석 40,000원",02-399-1000,,,,https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35889&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3a4b37e212a0414c9b8d76b198a2ff27&thumb=Y,2025-10-15,기관,00:00.0,00:00.0,기타,126.9760053,37.5726241,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155553&menuNo=200008,11.06(목)-11.07(금) 19:30 / 11.08(토)-11.09(일) 15:00
무용,중구,앰비규어스댄스컴퍼니 [더 벨트 The Belt],2025-11-06~2025-11-09,국립극장 하늘극장,국립극장,중학생 이상 관람가,"R석 70,000 S석 50,000",02-2280-4114,,,,https://tickets.interpark.com/goods/25010300,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2d31862c579246a2af979ff8db114565&thumb=Y,2025-09-12,시민,00:00.0,00:00.0,,126.9992673,37.55199491,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155193&menuNo=200008,"목-금 19:30, 토-일 15:00 / 19:00"
축제-문화/예술,중구,2025 삼일로창고극장 기획사업 [24시간 연극제],2025-11-06~2025-11-09,삼일로창고극장,기타,누구나,,02-3789-9635,,,,https://www.samilro.com/24%EC%8B%9C%EA%B0%84-%EC%97%B0%EA%B7%B9%EC%A0%9C/view/5724995,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=23a3dd66dec740719f84932c5445d019&thumb=Y,2025-10-29,기관,00:00.0,00:00.0,기타,126.9879706,37.563469,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155741&menuNo=200010,19:30 ~ 20:30
축제-기타,종로구,국제 인피오라타 페스티벌 2025 [꽃 피어 오르는 서울],2025-11-06~2025-11-08,마로니에 공원,기타,시민 누구나,,0507-1424-8190,,"인피오라타(Infiorata)는 이탈리아어로 ‘꽃잎으로 장식하다’라는 뜻으로, 거리나 광장에 꽃잎과   천연 재료를 이용해 그림을 완성하는 시민 참여형 거리예술 장르이다. 이 전통은 약 400년 이상의   역사를 지니며, 오늘날까지 이탈리아를 비롯한 세계 여러 도시에서 이어지고 있는 대표적인 축제 예술이다.",,https://www.infioratakorea.com/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9830cbfb2d964cb187fcf563db4287c8&thumb=Y,2025-10-30,시민,00:00.0,00:00.0,기타,127.0025153,37.580334,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155760&menuNo=200010,10:00 ~ 15:00
교육/체험,중구,2025 서울문학기행 11월 프로그램 (중?고등학교 단체 회차),2025-11-06~2025-11-07,상세정보 참조,서울시청,중?고등학교 단체 회차,,02-6927-0039,,,,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S251002164852913063,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b0c4a2ad71584cecb6f1c49b5c95ae82&thumb=Y,2025-10-16,기관,00:00.0,00:00.0,어린이/청소년 문화행사,126.9778292,37.56631742,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155575&menuNo=200011,15:00~17:00
클래식,영등포구,2025년 세종대학교 미래교육원 음악학 전공 [교수님과 함께하는 17주년 기념음악회],2025-11-06~2025-11-06,영산아트홀,기타,누구나,,"02-3408-1830,3473",,,,https://www.youngsanarthall.com/rb/?m=schedulearthall&front=view&no=9101&cate=1&year=2025&month=11,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=47e6e3ae0438446aad61ff5280e3b503&thumb=Y,2025-10-22,시민,00:00.0,00:00.0,기타,126.9248927,37.52927196,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155648&menuNo=200008,19:30 ~ 21:00
클래식,종로구,[Greatest Artists Ⅱ] 바이올리니스트 김현미 고택 리사이틀,2025-11-06~2025-11-06,한옥상설공연장 클래식고택 디토,기타,누구나,"50,000원",070-4001-0820,바이올리니스트 김현미,"바이올리니스트 김현미의 한옥 고택 리사이틀 연주회, 예술감독 송영민의 Greatest Artists 시리즈",공연 방문 시 맛있는 친환경 도시락 증정! 고택에서 즐기는 프리미엄 클래식 콘서트,https://m.booking.naver.com/booking/10/bizes/1447155/items/7023657?area=pll&entry=pll&lang=ko&startDate=2025-09-16&theme=place,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=722be8eed6b9458498deba0d525d1663&thumb=Y,2025-09-19,시민,00:00.0,00:00.0,기타,126.9683131,37.57920723,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155285&menuNo=200008,19:30
국악,동대문구,서정민 [담양에서 온 소리] 수림뉴웨이브 2025,2025-11-06~2025-11-06,수림문화재단 김희수SPACE1,기타,누구나,"전석20,000원(예술인, 재관람30%할인)",070-4912-8442,,"일상 속 작은 움직임을 25현 가야금의 선율로 엮어내며, 그 안에서 인류의 소박한 아름다움을 찾아가는 창작자이다. 늘 삶을 바라보고 익숙한 것들 속에서 음악의 리듬과 선율을 길어 올리며, 우리가 살아가며 꼭 기억해야 할 것들, 사라져가는 순간들을 기록하고자 하는 아티스트이다.",,https://soorimcf.or.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e93abbac398f4f14949166d48a3337dd&thumb=Y,2025-10-23,시민,00:00.0,00:00.0,기타,127.0428195,37.59070597,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155680&menuNo=200008,19:30
독주/독창회,서초구,김욱 귀국 첼로 독주회,2025-11-06~2025-11-06,예술의전당 인춘아트홀,기타,미취학 입장 불가,"전석 20,000원 (학생 50%할인)",070-4324-6360,"Cellist. 김욱, Pianist. 최형록","PROGRAM J. S. Bach Cello Suite No.5 C minor, BWV 1011 Prelude Allemande Courante Sarabande Gavotte I,II Gigue  A. Ginastera PAMPEANA N°2 Op.21 Rhapsody for Violoncello and Piano  -INTERMISSION-  M. Lindberg - STROKE ？？ S. Prokofiev Cello Sonata in C Major, Op. 119 I. Andante grave II. Moderato III. Allegro, ma non troppo",,https://tickets.interpark.com/goods/25014100,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d4eb415943734d77a3f198c654edfa66&thumb=Y,2025-10-22,시민,00:00.0,00:00.0,기타,127.0142152,37.4802402,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155643&menuNo=200008,19:30
교육/체험,마포구,[서울생활문화센터 서교] 청년강사육성아카데미 : 팝핑 원데이 클래스 - 즐겁게 춤! 춰봐요,2025-11-06~2025-11-06,"서울생활문화센터 서교, 연습실1 (합정역 3번출구)",서울생활문화센터-서교,"음악, 춤에 관심있는 누구나",,02-336-7532,,,,https://seogyocenter.or.kr/programall/?idx=597,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=000be6f11c0c46b8b1d9fd9e9fb4389f&thumb=Y,2025-10-21,기관,00:00.0,00:00.0,기타,126.916494,37.55081382,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155633&menuNo=200011,19:00 ~ 21:00
국악,강북구,"[서울문화예술교육센터 강북] 가야금, 판소리, 해금 명인 토크콘서트 [그 모든 날의 소리]",2025-11-06~2025-11-06,문화예술교육센터 강북 2층 예술당 솔샘,서울문화재단,누구나,,02-2105-2313/2320,,,,https://www.sfac.or.kr/asa/edu/view.do?eduMstSeq=36131,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=67b0f1d20f6c4279b4b82c6241b24841&thumb=Y,2025-10-24,기관,00:00.0,00:00.0,기타,127.0177222,37.61955517,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155692&menuNo=200008,19:30 ~ 21:00
클래식,은평구,"[은평문화재단] 알테무지크서울 , 은평나음+서울어텀페스타 [베르사이유 궁전의 음악 축제]",2025-11-06~2025-11-06,은평문화예술회관 공연장,은평문화재단,만 5세 이상,,070-4174-1580,,,,https://www.efac.or.kr//sub01/sub01.php?type=view&uid=4739,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2b493f0005eb44b4a64a03934c737350&thumb=Y,2025-10-17,기관,00:00.0,00:00.0,기타,126.9279017,37.60369969,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155607&menuNo=200008,19:30
축제-문화/예술,종로구,제9회 2025 서울문화원 엑스포,2025-11-06~2025-11-06,서울광화문광장 놀이마당,기타,누구나,,02-2233-9084,,,,http://seoulccf.or.kr/festival/festivalView?festival_seq=67&gcfac_menu_cd=U0202&choisMonth=11&choisYear=2025,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=13858b06639e46078c40b1639c4b8572&thumb=Y,2025-10-23,시민,00:00.0,00:00.0,기타,126.9761683,37.57184786,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155661&menuNo=200010,12:00 ~ 18:00
기타,종로구,[한양도성] 2025 한양의 수도성곽 국내학술회의 [세계유산 등제제도와 각 지역의 대응],2025-11-06~2025-11-06,서울역사박물관 야주개홀,한양도성박물관,누구나,,홈페이지 참고,,,,https://seoulcitywall.seoul.go.kr/board/B0001.do?act=read&bpoId=4922&bcaId=0&pageIndex=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b579ab90b9424bd3bf346664fd4a7786&thumb=Y,2025-11-05,기관,00:00.0,00:00.0,기타,126.9705237,37.57050753,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155820&menuNo=200013,13:00 ~ 18:00
전시/미술,종로구,르네상스에서 인상주의까지: 서양미술 600년-미국 샌디에이고 뮤지엄 특별전,2025-11-05~2026-02-22,세종미술관1/2관,세종문화회관,전 연령 관람 가능,"성인 23,000원 / 초중고 20,000원 / 유아 17,000원",1661-1079,,,,https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=36656&menuNo=200558,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=94631b0c4a8e4035a3eed48735fd753e&thumb=Y,2025-12-11,기관,00:00.0,00:00.0,기타,126.9760053,37.5726241,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=156255&menuNo=200009,10:00-19:00
전시/미술,종로구,이능호 개인전: 씨앗의 말 (Words of Seed),2025-11-05~2025-12-13,갤러리 지우헌,기타,"누구나(단, 어린이는 보호자 동반 시 가능)",,02-765-7964,"이능호 작가(b.1965~)는 국민대학교 조형대학에서 공예미술학을 전공하고, 충북 청주에 있는 운보공방에서 타렴질과 수레, 도개로 두드려 만드는 전통 옹기 기술을 전수받아 이를 현대적으로 재해석하는 작업을 이어오고 있습니다. 1994년부터 활동을 시작해 포스코미술관, 조은숙갤러리 등에서 13회 개인전을 가졌습니다. 경기세계도자비엔날레, 라트비아 도자비엔날레 국가초대전 등 다수의 국제전에 한국을 대표하는 작가로 참여했습니다. 리움미술관(서울), 호암미술관(서울), 제니시스 라운지(신라호텔, 서울) 등에 작품이 소장되어 있습니다.",한국을 대표하는 도예가 이능호 작가의 개인전이 4년 만에 갤러리 지우헌에서 개최됩니다. ,"*오프닝 참여 이벤트 : 11월 5일 수요일 4시, 오프닝 행사에서는 자연주의 스킨케어 브랜드 다자연의  '인삼 앰플'과 '인삼 마스크팩’ 제품을 선착순 증정하고, 100년 전통의 ㈜지평주조에서 새롭게 선보인 프리미엄 라인 '지평탁주'와 '지평소주'를 맛보실 수 있습니다.",https://designhouse.co.kr/indexmain/view?idx=1234,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=92b4bf3fd3ca416484ba0eb5ab912b4f&thumb=Y,2025-10-18,시민,00:00.0,00:00.0,기타,126.9829994,37.58338339,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155609&menuNo=200009,"10:00~18:00, 화-토요일 운영 (종료 30분 전 입장 마감) "
교육/체험,종로구,2025 Creative AI : Computer Vision,2025-11-05~2025-12-03,아트센터 나비 (서울 종로구 사직로 102 광화문의꿈 3층 303호),기타,성인,"300,000원",02-6949-1021,,,,https://nabi.school/item.php?idx=140,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=74048f0ab1a34bb785b4f9828d3daad4&thumb=Y,2025-10-27,시민,00:00.0,00:00.0,기타,126.9803037,37.56969128,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155721&menuNo=200011,"18:30 ~ 20:30, 매주 수요일(5회차)"
전시/미술,강남구,"2025 혜거 대종사 입적 1주년 특별전 [一切智智 : 혜거 대종사, 그분의 발자취를 따라]",2025-11-05~2025-11-30,탄허기념불교박물관 3층 전시실(일소대),기타,누구나,무료,02-445-8486,,,,http://www.tanheo.org/cate05/cate0501?uid=570&mod=document,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=25fbb7acd0a64699a8e3e3cf4f61d9aa&thumb=Y,2025-11-12,시민,00:00.0,00:00.0,기타,127.1028122,37.47898861,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155905&menuNo=200009,10:00~17:00 (매주 월요일 휴관)
교육/체험,용산구,"[서울문화예술교육센터 용산] 음악상영회 [러시아, 찬란함과 혁명 사이]",2025-11-05~2025-11-26,서울문화예술교육센터 용산 6층 다목적홀,서울문화재단,성인 총 70명,,02-3785-3199,,,,https://www.sfac.or.kr/asa/edu/view.do?eduMstSeq=35779,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9393fbf2267743e18cec9df80b1c0a94&thumb=Y,2025-10-31,기관,00:00.0,00:00.0,기타,126.9665662,37.52690561,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155770&menuNo=200011,14:00~16:00
교육/체험,용산구,"[서울문화예술교육센터 용산] 독서가이드 [페이지에서 스크린으로: 문학, 빛이 되다]",2025-11-05~2025-11-26,서울문화예술교육센터 용산 6층 다목적홀,서울문화재단,성인 총 70명,,02-3785-3199,,,,https://www.sfac.or.kr/asa/edu/view.do?eduMstSeq=35748,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fced137279d340389db3acc8d49f4816&thumb=Y,2025-10-31,기관,00:00.0,00:00.0,기타,126.9665662,37.52690561,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155772&menuNo=200011,19:30~21:30
교육/체험,종로구,[세종예술아카데미] 퇴근길 미술 한 잔: 샌디에이고 미술관 전시 연계 르네상스에서 인상주의까지,2025-11-05~2025-11-26,세종문화회관 지하1층 서클홀,세종문화회관,성인,"120,000원",02-399-1000,,,,https://www.sejongpac.or.kr/portal/academy/academyProgram/view.do?courseCd=CS102103252660000052&menuNo=200560&searchYear=2025&listType=1&pageIndex=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=312ac7a546fc49a8a6f0ea00332a2c7e&thumb=Y,2025-10-14,기관,00:00.0,00:00.0,기타,126.9760053,37.5726241,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155502&menuNo=200011,매주 수요일 19:00~20:30
전시/미술,광진구,세종뮤지엄갤러리 특별기획展 [因緣인연],2025-11-05~2025-11-16,"세종뮤자엄갤러리 1,2관",기타,누구나,,02-3408-4162,,,,https://www.instagram.com/p/DQqNY5OEo3a/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=692c11fef4674c01be022b0dd0a93b5d&thumb=Y,2025-11-09,기관,00:00.0,00:00.0,기타,127.0731836,37.55160931,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155866&menuNo=200009,9:30~17:00 (16시30분까지 입장가능)
교육/체험,종로구,[서울생활문화센터 낙원] 2025 낙원 악기 수리 워크샵 기타편,2025-11-05~2025-11-12,서울생활문화센터 낙원 수리수리 공작소,서울생활문화센터-낙원,일반시민,,02-6959-8323,,,,https://www.nakwon-communityart.or.kr/bbs/edu&mode=view&no=182,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=335d2db670ce4ee4884159304b41633b&thumb=Y,2025-10-29,기관,00:00.0,00:00.0,기타,126.9879025,37.57276352,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155738&menuNo=200011,18:00
교육/체험,종로구,[서울시립미술관 서소문본관] 도슨트 토크토크 [영원히 교차하는 춤 얼그레이 만들기],2025-11-05~2025-11-06,서울시립미술관 서소문본관 3층 세마엘,서울시립미술관,성인,,"02-2124-8938, 8973",,,,https://sema.seoul.go.kr/kr/whatson/education/detail?acadmyEeNo=1457685,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=86736745da9e49bf957442deb0709a39&thumb=Y,2025-10-20,기관,00:00.0,00:00.0,기타,126.9736993,37.56410607,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155618&menuNo=200011,17:00 ~ 19:00
무용,은평구,[서울문화재단] 마스터피스 토크 X 서울무용센터 [춤이 말하길래],2025-11-05~2025-11-05,서울문화예술교육센터 은평(서울무용창작센터),서울문화재단,전통무용에 관심이 있는 시민 누구나,,02-304-9100,,,,https://www.sfac.or.kr/artspace/artspace/dance_notice.do?cbIdx=985&bcIdx=137299&type=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7db0f7b8868a4f6989ce8d81334e93c6&thumb=Y,2025-10-25,기관,00:00.0,00:00.0,기타,126.8937824,37.5851271,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155703&menuNo=200008,14:00 ~ 17:10
교육/체험,동대문구,[서울외국인주민센터] 창신동 네팔타운 지역탐방,2025-11-05~2025-11-05,집결지: 동대문역 3번 출구 앞,서울시청,서울 거주 성인 내외국인 주민 15명,,02-2229-4920,,,,https://global.seoul.go.kr/web/news/news/bordContDetail.do?mode=W&brd_no=2&post_no=41CCE6A40A05002EE063C0A8A023F848&lang=ko,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fe14bbd976af469cafec1a926825ad17&thumb=Y,2025-10-23,기관,00:00.0,00:00.0,기타,126.8974094,37.50473643,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155678&menuNo=200011,15:00~17:00
국악,서초구,이웅 거문고 독주회 [신쾌동류 거문고산조],2025-11-05~2025-11-05,국립국악원 풍류사랑방,국립국악원,8세 이상(2018.12.31 이전 출생자),전석초대,0507-1351-4237,,,,https://www.gugak.go.kr/site/program/performance/detail?menuid=001001001001&performance_id=33767,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7c4bfabc739f4d479dc93e15d3d82edb&thumb=Y,2025-10-23,시민,00:00.0,00:00.0,기타,127.0098185,37.47771881,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155669&menuNo=200008,19:30
콘서트,종로구,"[종로문화재단] 종로구립합창단 광복 80주년 기념 음악회 [종로,항일을 노래하다]",2025-11-05~2025-11-05,서울아트센터 도암홀,종로문화재단,누구나,무료,02-2088-4278,종로구립합창단,"종로구립합창단이 광복 80주년을 기념하여 뜻깊은 음악회를 준비했습니다. 이강민 지휘자가 직접 작곡,편곡한 곡들과 종로구립합창단의 깊은 울림, 그리고 아름다운 하모니를 통해 다시금 절대 잊지 말아야 할 역사적 순간과 자주 독립의 의미를 음악으로 노래합니다.",,https://blog.naver.com/jn_jfac/223982643042,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a8f99a082c3943fe8d7eaf1a12985c9f&thumb=Y,2025-10-15,기관,00:00.0,00:00.0,기타,126.9679065,37.60570799,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155539&menuNo=200008,수 19:30
교육/체험,중구,[서울도서관] 월간(Monthly)북돋움 육아강연 [놀아본 아이가 잘 자란다],2025-11-05~2025-11-05,온라인(Zoom),서울도서관, 임산부 또는 영유아 양육자 누구나,,02-2133-0224,,,,https://lib.seoul.go.kr/lecture/applyDetail/6522,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=792f9e7094c3401b83f742f1fe7875bf&thumb=Y,2025-11-03,기관,00:00.0,00:00.0,기타,126.9778292,37.56631742,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155781&menuNo=200011,19:00~20:30
클래식,서초구,[서초문화재단] 서리풀 오후의 실내악 [베토벤 3대 소나타],2025-11-05~2025-11-05,심산기념문화센터 2층 반포심산아트홀,서초문화재단,초등학생 이상,"R석 2만원, S석 1만5천원",02-3477-2805,,,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=901,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a3bd2f5983cb4191882411040352a0c5&thumb=Y,2025-10-23,기관,00:00.0,00:00.0,기타,126.9912425,37.49883446,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155663&menuNo=200008,수요일 15:00
클래식,마포구,[마포문화재단] 제10회 M 클래식 축제 로맨틱 리사이틀 #2. [소프라노 박혜상],2025-11-05~2025-11-05,마포아트센터 아트홀맥,마포문화재단, 8세이상 관람가능(미취학아동입장불가),"R석 30,000원, S석 20,000원", 02-3274-8600［문의1번］,,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2514&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bec67c4d4a8d4c0190c40568de9c091d&thumb=Y,2025-07-08,기관,00:00.0,00:00.0,기타,126.9455338,37.54990609,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154304&menuNo=200008,(수) 19:30
클래식,종로구,"종로구립합창단 광복 80주년 기념 음악회 [종로, 항일을 노래하다]",2025-11-05~2025-11-05,서울아트센터 도암,종로문화재단,누구나,없음,02-2088-4278,지휘 이강민  피아노 정소영  작곡 이강민 바이올린 김유지 종로구립합창단 ,,,https://m.blog.naver.com/jn_jfac/223982643042,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3bb5c48ad65c4d93aa6554506c86390c&thumb=Y,2025-10-28,기관,00:00.0,00:00.0,기타,126.9679065,37.60570799,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155725&menuNo=200008,수요일 19:30~21:00
교육/체험,중랑구,[중랑문화재단] 2025 중랑아트센터 [나대기 예술아카데미] 11월 프로그램,2025-11-04~2025-11-28,중랑아트센터 프로그램실 / 시청각실,중랑문화재단,성인 ,프로그램별 상이 (상세 내용 참조),02-3407-6541,,,,https://www.jnfac.or.kr/art/edu/view/661,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e4523328c62f4ae196664ffc0036e7df&thumb=Y,2025-10-17,기관,00:00.0,00:00.0,기타,127.0916241,37.59833282,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155596&menuNo=200011,프로그램별 상이 (상세 내용 참조)
교육/체험,성동구,"[청계천박물관] 11월 개방형교육 [우리들의 친구, 청계천박물관]",2025-11-04~2025-11-25,청계천박물관 교육실,청계천박물관,[오전] 유아 단체(5~7세) / [오후] 유아 개인 (5~7세) 어린이를 동반한 가족,,"02-2286-3402, 3452",,,,https://museum.seoul.go.kr/cgcm/board/NR_boardList.do?bbsCd=1064,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=067e4e0c8dae4494aa7d2e754e03e8b8&thumb=Y,2025-10-23,기관,00:00.0,00:00.0,가족 문화행사,127.0350432,37.57126617,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155664&menuNo=200011,"[유아단체] 10:00-10:50, 11:00-11:50 [유아가족] 14:00-16:00"
국악,강북구,"[서울문화예술교육센터 강북] 워크숍 play, play [내가 그리는 정가]",2025-11-04~2025-11-25,문화예술교육센터 강북 4층 대강의실,서울문화재단,초등학교 1학년~6학년,,02-2105-2316 / 2313,,,,https://www.sfac.or.kr/asa/edu/view.do?pageIndex=1&eduMstSeq=35978&artSpaceCdSel=ART_45&promInstCdSel=&mstStatusSel=&requestsDateSel=&requesteDateSel=&promCrseCdSel=&seasonStr=&searchCondition=&searchKeyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8e180b0a3099472182729c3d1fda52e0&thumb=Y,2025-10-01,기관,00:00.0,00:00.0,어린이/청소년 문화행사,127.0177222,37.61955517,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155428&menuNo=200008,매주 화요일 16:00~18:00
